symbol,name,market,asset_type,currency,broker,tradability,nisa_category,investment_style,is_sbi_supported,is_active,is_leveraged,is_inverse,theme,sector,aliases,dividend_category,market_cap_tier,index_family,expense_ratio_pct,complexity,tags,data_quality,risk_band,metadata_source,metadata_as_of,metadata_updated_at,yahoo_symbol,yahoo_symbol_status,yahoo_symbol_checked_at,yahoo_symbol_note,country,exchange,local_symbol,primary_listing_country,trading_currency,settlement_currency,quote_currency,fx_pair_to_jpy,foreign_market_group,country_risk_band,liquidity_tier,asset_class,region_exposure,is_hedged,smai_theme_tags,foreign_data_quality,foreign_data_quality_reasons,sbi_foreign_tradability,sbi_foreign_tradability_as_of,sbi_foreign_tradability_source,sbi_tradability_status,sbi_tradability_verified,sbi_tradability_as_of,sbi_tradability_source,nisa_growth_status,nisa_growth_verified,nisa_growth_as_of,nisa_growth_source,nisa_growth_eligible,nisa_tsumitate_status,nisa_tsumitate_verified,nisa_tsumitate_as_of,nisa_tsumitate_source,nisa_tsumitate_eligible,source_section,source_market,source_description,source_expense_ratio_pct,source_management_company,source_nisa_growth,source_url
NASA,Tema スペース イノベーターズ ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,index,index,NASA;Tema スペース イノベーターズ ETF;宇宙関連ビジネスに従事する国内外の上場企業の普通株式および優先株式を中心に投資し、長期的な成長を目指すアクティブETF。;Tema ETFs;NYSE,none,,active,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,NASA,generated,,,United States,NYSE,NASA,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE,宇宙関連ビジネスに従事する国内外の上場企業の普通株式および優先株式を中心に投資し、長期的な成長を目指すアクティブETF。,,Tema ETFs,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
RDVI,FT 増配アチーバーズ ターゲット ET,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,balanced,index,RDVI;FT 増配アチーバーズ ターゲット ET;Nasdaq US Rising Dividend Achiever Index と呼ばれる指数の価格および利回り（経費控除前）に概ね連動する投資成果を目指すETFです。;ファーストトラスト;Cboe,dividend,,nasdaq100,,standard,"index,dividend,high_dividend",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,RDVI,generated,,,United States,Cboe,RDVI,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,dividend,high_dividend",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,Nasdaq US Rising Dividend Achiever Index と呼ばれる指数の価格および利回り（経費控除前）に概ね連動する投資成果を目指すETFです。,,ファーストトラスト,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
ESML,IShares ESGアウェア MSCI 米国 小型株 ET,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,ESML;IShares ESGアウェア MSCI 米国 小型株 ET;米国の小型株式指数と同等の投資成果をあげつつ、ESG特性を持つ企業のウェイトを増やすことを目指します。;ブラックロック･ファンド・アドバイザーズ;Cboe,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,ESML,generated,,,United States,Cboe,ESML,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,米国の小型株式指数と同等の投資成果をあげつつ、ESG特性を持つ企業のウェイトを増やすことを目指します。,,ブラックロック･ファンド・アドバイザーズ,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
BBRE,JPM ベータビルダーズ MSCI米国リート ET,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,reit,index,BBRE;JPM ベータビルダーズ MSCI米国リート ET;資産の最低80％以上をMSCI US REIT Custom Capped Index構成銘柄に投資し、米国REIT市場全体の動きと同等の投資成果を目指します。;JPモルガン・アセットマネジメント;Cboe,none,,reit,,standard,"index,reit,real_estate",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,BBRE,generated,,,United States,Cboe,BBRE,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,reit,us,unknown,"index,reit,real_estate",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,資産の最低80％以上をMSCI US REIT Custom Capped Index構成銘柄に投資し、米国REIT市場全体の動きと同等の投資成果を目指します。,,JPモルガン・アセットマネジメント,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
NOBL,プロシェアーズ SP500 配当貴族 ET,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,balanced,index,NOBL;プロシェアーズ SP500 配当貴族 ET;S&Pディビデンド・アリストクラッツ指数に連動する投資成果を目指します。;プロシェアーズ;Cboe,dividend,,,,standard,"index,dividend,high_dividend",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,NOBL,generated,,,United States,Cboe,NOBL,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,"index,dividend,high_dividend",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,S&Pディビデンド・アリストクラッツ指数に連動する投資成果を目指します。,,プロシェアーズ,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
NOWL,グラナイトS 2倍 ロング NOW デイリーETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,false,index,index,NOWL;グラナイトS 2倍 ロング NOW デイリーETF;サービスナウ(NYSE:NOW)の日次変動率の2倍（200％）の投資成果を目指す。;グラナイトシェアーズ;NASDAQ,none,,,,advanced,"index,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,NOWL,generated,,,United States,NASDAQ,NOWL,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,サービスナウ(NYSE:NOW)の日次変動率の2倍（200％）の投資成果を目指す。,,グラナイトシェアーズ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
HOOG,レバレッジシェアーズ 2倍 HOOD Daily ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,false,technology,index,HOOG;レバレッジシェアーズ 2倍 HOOD Daily ETF;ロビンフッド マーケッツ A（NASDAQ:HOOD）の日次変動率の2倍（200％）の投資成果を目指す。;レバレッジシェアーズ;NASDAQ,none,,nasdaq100,,advanced,"index,technology,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,HOOG,generated,,,United States,NASDAQ,HOOG,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,technology,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,ロビンフッド マーケッツ A（NASDAQ:HOOD）の日次変動率の2倍（200％）の投資成果を目指す。,,レバレッジシェアーズ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
HYBL,ST ブラックストーンハイインカム ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,bond,index,HYBL;ST ブラックストーンハイインカム ETF;市場サイクル全体を通じて一般的な債券やローンよりもボラティリティを抑えつつ、リスク調整後トータルリターンおよび高水準のカレント・インカムを提供することを追求するアクティブ運用ファンドです。;ステート・ストリート・グローバル・アドバイザーズ;Cboe,dividend,,bond,,standard,"index,bond",WARN,LOW,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,HYBL,generated,,,United States,Cboe,HYBL,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,bond,global,unknown,"index,bond",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,市場サイクル全体を通じて一般的な債券やローンよりもボラティリティを抑えつつ、リスク調整後トータルリターンおよび高水準のカレント・インカムを提供することを追求するアクティブ運用ファンドです。,,ステート・ストリート・グローバル・アドバイザーズ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
HYTI,FTVハイイールド債 ターゲットインカムETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,bond,index,HYTI;FTVハイイールド債 ターゲットインカムETF;分配金と値上がり益を目指すアクティブETF。米国債への投資およびHYGに関連するオプション戦略を活用し、利回りを追求。年間分配利回りを原資産ETF比で約5％上回ることを目標に、短期米国債からの収益も分配。;ファーストトラスト;NYSE,dividend,,bond,,standard,"index,bond",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,HYTI,generated,,,United States,NYSE,HYTI,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,bond,us,unknown,"index,bond",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE,分配金と値上がり益を目指すアクティブETF。米国債への投資およびHYGに関連するオプション戦略を活用し、利回りを追求。年間分配利回りを原資産ETF比で約5％上回ることを目標に、短期米国債からの収益も分配。,,ファーストトラスト,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
MOAT,ヴァンエック モーニングスター ワイド モートET,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,MOAT;ヴァンエック モーニングスター ワイド モートET;Morningstar Wide Moat Focus指数の運用成績に連動する投資成果を目指します。同指数はモーニングスターのエクイティ・リサーチに基づき、ルール・ベースの均等加重指数で、持続的競争力のある割安銘柄へのエクスポージャーを提供します。;ヴァン・エック・グローバル;Cboe,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,MOAT,generated,,,United States,Cboe,MOAT,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,Morningstar Wide Moat Focus指数の運用成績に連動する投資成果を目指します。同指数はモーニングスターのエクイティ・リサーチに基づき、ルール・ベースの均等加重指数で、持続的競争力のある割安銘柄へのエクスポージャーを提供します。,,ヴァン・エック・グローバル,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
VNAM,GX MSCI ベトナム株式 ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,VNAM;GX MSCI ベトナム株式 ETF;MSCI ベトナム・セレクト25-50 インデックスの手数料および費用控除前の価格および利回りに概ね連動する投資成果を目指す。;グローバルエックス・マネジメント;NYSE,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,VNAM,generated,,,United States,NYSE,VNAM,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE,MSCI ベトナム・セレクト25-50 インデックスの手数料および費用控除前の価格および利回りに概ね連動する投資成果を目指す。,,グローバルエックス・マネジメント,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
VNM,ヴァンエック ベトナムET,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,VNM;ヴァンエック ベトナムET;MVIS Vietnam指数の価格および利回り実績と同等水準の投資成果を目指します。ファンド総資産の80%以上を、ベンチマーク指数の構成銘柄に投資します。;ヴァン・エック・グローバル;Cboe,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,VNM,generated,,,United States,Cboe,VNM,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,MVIS Vietnam指数の価格および利回り実績と同等水準の投資成果を目指します。ファンド総資産の80%以上を、ベンチマーク指数の構成銘柄に投資します。,,ヴァン・エック・グローバル,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
AAPB,グラナイトS 2倍 ロング AAPL デイリーET,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,false,index,index,AAPB;グラナイトS 2倍 ロング AAPL デイリーET;アップル普通株式の日次変化率の200％の投資成果を追求する。;グラナイトシェアーズ;NASDAQ,none,,,,advanced,"index,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,AAPB,generated,,,United States,NASDAQ,AAPB,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,"index,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,アップル普通株式の日次変化率の200％の投資成果を追求する。,,グラナイトシェアーズ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
AMZZ,グラナイトS 2倍 ロング AMZN デイリーET,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,false,index,index,AMZZ;グラナイトS 2倍 ロング AMZN デイリーET;アマゾン普通株式の日次変化率の200％の投資成果を追求する。;グラナイトシェアーズ;NASDAQ,none,,,,advanced,"index,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,AMZZ,generated,,,United States,NASDAQ,AMZZ,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,"index,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,アマゾン普通株式の日次変化率の200％の投資成果を追求する。,,グラナイトシェアーズ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
